peak,gene,distance_to_TSS,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr16-19883954-19884822,Gm27883,53,5.93332486258205e-05,2.81935457901197,0.031,0.004,1
chr10-34096217-34096934,Fam26e,0,6.10698943610961e-05,2.73037407552343,0.031,0.004,1
chr8-40634184-40635080,Mtmr7,0,6.2854592218606e-05,2.58108427808246,0.031,0.004,1
chr19-19110898-19111773,Rorb,0,6.887338451552e-05,2.00303922013893,0.057,0.013,1
chr8-46470456-46471346,Acsl1,0,6.97015127553365e-05,1.57804578147196,0.088,0.028,1
chr7-137437223-137438056,Glrx3,0,7.14047450903446e-05,2.21360003657641,0.05,0.011,1
chr1-25829786-25830669,RP23-184I13.1,0,7.34201695503712e-05,2.25801260262821,0.044,0.009,1
chr10-126900875-126901742,Xrcc6bp1,0,7.42183212070869e-05,2.27545964426835,0.044,0.009,1
chr7-3644543-3645444,Cnot3,0,7.52051897975104e-05,1.35738862279002,0.101,0.034,1
chr15-36167406-36168295,Gm22979,1500,8.00394750971186e-05,2.06462869648413,0.044,0.009,1
chr17-34849847-34850742,Skiv2l,0,8.47566273328888e-05,1.9621581050298,0.05,0.011,1
chr17-87672040-87672918,Msh2,0,9.18400190444265e-05,1.61507445991114,0.082,0.026,1
chr11-32267093-32268097,Nprl3,0,9.35741510302712e-05,1.85720485757839,0.063,0.016,1
chr1-20951192-20952054,Efhc1,0,0.000101121570575923,1.75063590011745,0.069,0.02,1
chr4-99929331-99929998,Pgm2,0,0.000105659846582013,2.72872136433201,0.038,0.007,1
chr17-87025020-87025935,Pigf,0,0.000111203213759628,1.97943223557029,0.057,0.014,1
chr11-53566862-53567848,Kif3a,0,0.000111615328844241,2.53887479524311,0.038,0.007,1
chr8-78508818-78509619,Rbmxl1,0,0.00011381799103409,2.51928770979105,0.038,0.007,1
chr6-128355318-128356331,Tulp3,0,0.000116061606926933,2.50255103197547,0.038,0.007,1
chr2-118861494-118862413,Ivd,0,0.000117427728870156,2.36629393083254,0.038,0.007,1
chr8-45934363-45935277,Ccdc110,0,0.000119272824171441,2.3758346203064,0.038,0.007,1
chr1-9572998-9573856,Gm6161,691,0.000119738316291369,2.36792970261125,0.038,0.007,1
chr6-103833292-103834208,Gm25656,713,0.000120806272623472,1.87707841974543,0.057,0.014,1
chr10-121033302-121034244,Wif1,0,0.000122567686468249,2.28724966506939,0.038,0.007,1
chr6-124711732-124712661,Emg1,0,0.000122567686468249,2.37347019065735,0.038,0.007,1
chr19-61226901-61227825,Csf2ra,592,0.000124005841229765,2.3323570944688,0.038,0.007,1
chr13-67080977-67081902,Zfp708,0,0.000134704892926857,2.28861499508519,0.044,0.009,1
chr3-10012038-10012938,Fabp5,0,0.00013690278383784,1.95604331338071,0.05,0.012,1
chr3-129823078-129823941,Rrh,572,0.000137017109259566,2.23522733990232,0.044,0.009,1
chr7-15922034-15922902,Sepw1,0,0.00013774734518033,1.94125856521116,0.05,0.012,1
chr11-119389739-119390588,Mir1932,0,0.000137952423032595,2.15148495186163,0.044,0.009,1
chr11-75486252-75487164,Prpf8,0,0.000141273602016368,2.18308287429902,0.044,0.009,1
chr1-58112589-58113441,Aox3,0,0.000145161410592876,2.17775103503949,0.044,0.009,1
chr10-53629640-53630441,Mcm9,0,0.000157248617634702,1.36893706648134,0.094,0.033,1
chr1-65009903-65010758,RP23-31E12.2,1588,0.000159297209957983,2.75769947043885,0.031,0.005,1
chr14-123626412-123627313,Nalcn,0,0.000159576875285863,1.85276872803251,0.044,0.009,1
chr14-31536964-31537786,Gm24057,0,0.000162839315103361,3.11803128786612,0.025,0.003,1
chr17-40116575-40117458,Gm7148,1216,0.00016455651547812,3.12483110151438,0.025,0.003,1
chr2-118926066-118926937,Chst14,0,0.00016496678141477,2.6431303712614,0.031,0.005,1
chr6-17305785-17306656,Cav1,0,0.00016496678141477,2.54423804774814,0.031,0.005,1
chrX-9272114-9272914,Xk,0,0.00016496678141477,2.58521933864767,0.031,0.005,1
chr2-91236660-91237556,A330069E16Rik,0,0.000167748085342701,1.59731754201327,0.069,0.02,1
chr1-9191831-9192678,RP23-331M15.1,0,0.000167872246972509,2.56220097876759,0.031,0.005,1
chr11-74648837-74649758,Cluh,0,0.000171597157526007,2.8086177416522,0.025,0.003,1
chr18-36801320-36802207,Vaultrc5,0,0.000211716851554825,2.04737002697349,0.05,0.012,1
chr16-37384549-37385424,Stxbp5l,0,0.000221882629293922,1.54739934925301,0.082,0.027,1
chr2-113327178-113328081,Fmn1,0,0.000235831007031376,1.31244011045223,0.101,0.037,1
chrX-157817390-157818297,Klhl34,137,0.000238014104529293,2.33312363692544,0.038,0.007,1
chr11-30884927-30885853,Gpr75,0,0.000242377109874965,2.30226216795396,0.038,0.007,1
chr11-106302406-106303307,Gh,540,0.000245030810869168,2.2107087222597,0.038,0.007,1
chr1-43898821-43899691,Gm8241,526,0.000245842923826767,1.80221205475516,0.05,0.012,1
chr10-121739456-121740378,BC048403,0,0.000247711748055088,2.3018116085701,0.038,0.007,1
chr11-30648829-30649751,Acyp2,0,0.000248611490893016,2.21929898903567,0.038,0.007,1
chr2-150608087-150608854,Apmap,0,0.000248611490893016,2.22454939894048,0.038,0.007,1
chr4-120589578-120590549,Gm8439,832,0.000250420179973831,2.21594302827896,0.038,0.007,1
chr9-44334226-44335071,H2afx,0,0.000251405290750485,2.15050499696777,0.044,0.01,1
chr6-94499913-94500800,Slc25a26,0,0.000253023836381102,2.05494142469091,0.044,0.01,1
chr1-183388457-183389362,Taf1a,0,0.00025592057330601,2.19520468049455,0.038,0.007,1
chr6-65126045-65126929,Gm17147,1641,0.000259596248934937,2.07349600878524,0.044,0.01,1
chr15-44363833-44364652,Gm25093,0,0.000262101914862163,2.00995503221351,0.044,0.01,1
chr13-95891617-95892526,Iqgap2,0,0.000287125956207923,1.7284010880103,0.057,0.015,1
chr6-57824435-57825336,Vopp1,0,0.000287880816931693,1.76088908927711,0.057,0.015,1
chr6-57859337-57860153,Gm25726,0,0.000289119523929553,1.7195596529344,0.063,0.018,1
chr17-24736091-24736987,Msrb1,0,0.000290918929200103,1.72369240739913,0.057,0.015,1
chr13-35905707-35906628,Rpp40,0,0.000297085395554075,1.7546461197772,0.057,0.015,1
chr17-56830793-56831700,Rfx2,0,0.00030689080928368,1.50556824808525,0.082,0.028,1
chr14-56667760-56668634,Mphosph8,0,0.000333198964937927,1.99624939789173,0.05,0.013,1
chr2-151038958-151039864,Nanp,0,0.000344929964054436,1.48852457746538,0.069,0.021,1
chr16-75592475-75593338,Rbm11,0,0.000348512122332351,1.97346882538338,0.05,0.013,1
chr6-114642716-114643617,Atg7,0,0.000371032661493011,2.68150831875852,0.031,0.005,1
chr13-41850533-41851413,RP23-21E23.3,0,0.000374292401232613,3.45292636389624,0.019,0.002,1
chr14-43319498-43320381,Gm17155,15,0.000374292401232613,3.45831355381607,0.019,0.002,1
chr11-44519674-44520496,Rnf145,709,0.000376581108800853,3.44050894272338,0.019,0.002,1
chr12-12680196-12681110,Gm27952,1507,0.000376581108800853,3.34510388544685,0.019,0.002,1
chr13-70883670-70884574,8030423J24Rik,721,0.00037701807493727,2.59959361202064,0.031,0.005,1
chr16-17069601-17070413,Ypel1,0,0.000378528467112343,2.54715089605855,0.031,0.005,1
chr2-180399531-180400402,Mir133a-2,1151,0.000378882892822587,3.43227312940487,0.019,0.002,1
chr6-86670677-86671484,Mxd1,1517,0.000378882892822587,3.48457278421688,0.019,0.002,1
chr11-52143453-52144342,Olfr1373,1185,0.00038119782206752,3.40901174751013,0.019,0.002,1
chr15-78868114-78869125,Gm26634,1224,0.00038119782206752,3.30872610586057,0.019,0.002,1
chr17-36869508-36870330,Trim10,0,0.00038119782206752,3.21727199531793,0.019,0.002,1
chr1-3670127-3670908,Xkr4,589,0.000383525965630417,3.2692909865637,0.019,0.002,1
chr10-81232725-81233646,Zfr2,0,0.000383525965630417,3.14315432738588,0.019,0.002,1
chr11-69340444-69341384,Chd3os,0,0.000383525965630417,3.30621704976363,0.019,0.002,1
chr11-93096883-93097615,Car10,412,0.000385867392932423,3.15607423386517,0.019,0.002,1
chr7-45403215-45404073,Kcna7,1886,0.000385867392932423,3.22203199049804,0.019,0.002,1
chr1-118627819-118628777,Tfcp2l1,0,0.000390590378078214,3.07422142466705,0.019,0.002,1
chr11-79710692-79711607,Mir193a,361,0.000390590378078214,2.8650659240615,0.019,0.002,1
chr13-46192924-46193793,Gm10113,1875,0.000390590378078214,2.73851098772624,0.019,0.002,1
chr3-89202450-89203344,Gba,0,0.000390590378078214,3.10767031751121,0.019,0.002,1
chr17-24724005-24724910,Ndufb10,0,0.000390816803272573,2.30700412112954,0.031,0.005,1
chr17-80943754-80944581,Tmem178,50,0.000392378790608885,2.39228445646777,0.031,0.005,1
chr6-137734621-137735526,Strap,0,0.000394079979866449,1.59098665939909,0.069,0.022,1
chr7-54836236-54837040,Luzp2,276,0.000397099823893289,2.39263331943663,0.031,0.005,1
chr9-108078829-108079719,Mst1,716,0.000398685259069118,2.2933148183932,0.031,0.005,1
chr13-62466542-62467373,Zfp935,0,0.000411583297001233,2.31491001368,0.031,0.005,1
chr5-87882770-87883510,Odam,1518,0.00041649209763073,4.47290453003588,0.013,0.001,1
chrX-10714519-10715302,Mid1ip1,0,0.00041649209763073,5.08276965371886,0.013,0.001,1
chrX-108832420-108833315,Brwd3,1056,0.00041649209763073,4.57478595921269,0.013,0.001,1
chr5-93092858-93093777,Sept11,0,0.000420861842463564,1.76348274452491,0.057,0.016,1
chr11-20112526-20113404,Actr2,0,0.000423878170571011,1.67805968087705,0.063,0.019,1
chr8-88118261-88119121,Gm2716,0,0.000433620674071136,2.03561818581691,0.044,0.01,1
chr5-113310226-113311176,Sgsm1,0,0.00043625978746977,2.02488112815584,0.044,0.01,1
chr2-168954908-168955842,Zfp64,0,0.000439298016896762,1.66599666756696,0.057,0.016,1
chr16-10411640-10412556,Nubp1,0,0.000447106269561067,1.69895122048409,0.057,0.016,1
chr11-53891444-53892346,Slc22a5,0,0.000448129368578943,1.25429802489584,0.094,0.035,1
chr14-73384874-73385781,Itm2b,0,0.000453399694614669,2.284041391616,0.038,0.008,1
chr8-105224628-105225527,D230025D16Rik,0,0.000459305368456031,1.88067407835345,0.044,0.01,1
chr10-75859746-75860543,Mif,0,0.000469041748707137,2.1934320257567,0.038,0.008,1
chr8-61487338-61488183,Cbr4,0,0.00047383164565708,2.17536268700781,0.038,0.008,1
chr5-25759448-25760347,Actr3b,0,0.000480289173959208,2.14287347735837,0.038,0.008,1
chr5-123251578-123252489,Wdr66,0,0.000504958100698041,2.76165317633158,0.025,0.004,1
chr1-176699632-176700485,Gm26104,131,0.000509659453612489,2.69045721395131,0.025,0.004,1
chr2-28792662-28793534,Gm13385,34,0.000509659453612489,2.76763807756308,0.025,0.004,1
chr8-115706648-115707387,Maf,406,0.000509659453612489,2.74301071963971,0.025,0.004,1
chr9-115310092-115311088,Stt3b,0,0.000515337677210361,1.45924540006249,0.082,0.029,1
chr11-78342992-78343857,Unc119,0,0.000519184817540267,2.66459334355975,0.025,0.004,1
chr1-59237800-59238514,Als2,568,0.000521591949289147,2.53598827781088,0.025,0.004,1
chr1-60180031-60180915,Nbeal1,0,0.000521862582989227,1.43318247228931,0.075,0.026,1
chr5-9169565-9170443,Gm24666,501,0.0005240094791767,2.70843130223909,0.025,0.004,1
chr14-46880648-46881519,Samd4,1334,0.000528875898190588,2.6003061365718,0.025,0.004,1
chr17-26931541-26932256,Phf1,870,0.000528875898190588,2.42682475096007,0.025,0.004,1
chr4-21766649-21767496,Usp45,0,0.000576946173878362,1.67476163637845,0.063,0.02,1
chr1-3671348-3672228,Xkr4,0,0.000700677139060108,1.71240450983305,0.063,0.02,1
chr5-144223190-144224093,Tecpr1,0,0.00074822192813395,1.85778290285087,0.044,0.011,1
chr13-38528058-38528749,Txndc5,74,0.000771223539409647,2.62635487871592,0.031,0.006,1
chr5-30666294-30667219,Cenpa,0,0.000778792440178622,1.66701773811855,0.044,0.011,1
chr5-143817285-143818167,Eif2ak1,0,0.00078773750113047,1.69401677047799,0.044,0.011,1
chr6-85451128-85451882,Cct7,0,0.000788899018719744,1.60658843386937,0.063,0.02,1
chr6-118454729-118455627,Zfp248,0,0.000791327906653296,2.45958027061468,0.031,0.006,1
chr12-110844724-110845605,Gm26912,0,0.000794239346286505,2.44480215794221,0.031,0.006,1
chr9-107887715-107888588,Mon1a,0,0.000797160724790063,2.35796034047718,0.031,0.006,1
chr14-20181308-20182162,Kcnk5,0,0.00080009207306768,2.40031573546774,0.031,0.006,1
chr7-110017913-110018692,Ipo7,0,0.00080009207306768,2.35474037289996,0.031,0.006,1
chr8-124230950-124231833,Galnt2,0,0.000808946246855899,2.31869062009366,0.031,0.006,1
chr9-83146245-83147018,Hmgn3,0,0.000816394087389539,2.26865792693425,0.031,0.006,1
chr2-27676647-27677538,Rxra,206,0.000817891269312081,2.30675309227316,0.031,0.006,1
chr13-58157206-58158071,Idnk,0,0.000823905507690624,2.21053774474091,0.031,0.006,1
chr3-69961914-69962821,Gm23484,0,0.000823905507690624,2.30583834036274,0.031,0.006,1
chr13-65034754-65035678,Spata31d1c,1695,0.000824033449739352,2.14439879128231,0.038,0.009,1
chr19-3322937-3323720,Cpt1a,0,0.000824033449739352,2.06958446337812,0.038,0.009,1
chr14-50944069-50944980,Pnp,0,0.000829283156553779,2.09521829486391,0.038,0.009,1
chr16-33184765-33185564,Osbpl11,0,0.000829960753152198,2.23297334876753,0.031,0.006,1
chr3-109027244-109028159,Fam102b,0,0.000829960753152198,2.17904500347677,0.031,0.006,1
chr9-14751331-14752211,Fut4,0,0.000839121066583314,2.19544041934433,0.031,0.006,1
chr13-76018166-76019047,Rfesd,0,0.000847776967740096,1.52372903632534,0.063,0.02,1
chr5-122614028-122614931,Ift81,0,0.000847902439687633,2.0695305482157,0.038,0.009,1
chr17-35000674-35001613,Vars,0,0.000848375083356157,2.11011032591873,0.031,0.006,1
chr14-121797516-121798141,Dock9,0,0.000850593766980279,1.95933375950139,0.038,0.009,1
chr17-67354220-67355159,Ptprm,0,0.000871857372549822,1.69485758429188,0.05,0.014,1
chr13-86046319-86047193,Cox7c,0,0.000889265526542751,1.50136348274301,0.063,0.02,1
chr4-80911555-80912377,Lurap1l,908,0.000889265604705543,1.47094771520268,0.063,0.02,1
chr18-3507349-3508224,Bambi,0,0.000910361780696828,1.19732457901104,0.101,0.042,1
chr6-42349404-42350171,Zyx,0,0.00100956390559608,1.433211027505,0.075,0.027,1
chr5-70842898-70843819,Gabrg1,280,0.00102242257541399,2.02862119512437,0.044,0.012,1
chr3-19187732-19188643,Mtfr1,404,0.00110134914570378,1.33421356919457,0.082,0.031,1
chr5-29568761-29569640,Ube3c,0,0.00110931179471813,1.53847947907695,0.063,0.021,1
chr9-72491548-72492423,Tex9,0,0.00113134527877521,1.88095428323971,0.044,0.012,1
chr14-122533843-122534743,Pcca,0,0.0011341291929464,1.52112871732254,0.063,0.021,1
chr4-107066457-107067353,Mrpl37,0,0.00115312205599529,1.75894093565407,0.044,0.012,1
chr9-102834462-102835309,Ryk,0,0.00116573922311843,1.73580437555252,0.044,0.012,1
chr11-20332531-20333496,Slc1a4,0,0.00118039848969936,1.28345643717571,0.082,0.031,1
chr18-53175858-53176740,Snx2,0,0.00118531052485655,1.44830109788545,0.063,0.021,1
chr9-35421065-35421952,Cdon,0,0.00122113315713883,1.56052616533242,0.057,0.018,1
chr14-118136646-118137501,Gpr180,0,0.00123689268586678,1.68199484185421,0.05,0.015,1
chr11-98681922-98682811,Psmd3,0,0.00123991949199241,1.67322389719101,0.05,0.015,1
chrX-102643811-102644726,Phka1,0,0.00126343341178794,2.54943845332421,0.025,0.004,1
chr11-109068686-109069580,Gm24149,1595,0.00127392953277484,2.53443378329534,0.025,0.004,1
chr10-51631028-51631926,Gprc6a,0,0.00127920772567176,2.52931989113405,0.025,0.004,1
chr11-54214524-54215380,4933405E24Rik,1238,0.00127920772567176,2.5052320299368,0.025,0.004,1
chr17-34038235-34039146,Col11a2,290,0.00128450609941329,2.46422318013617,0.025,0.004,1
chr2-106037959-106038760,Gm29053,1735,0.00128450609941329,2.49701461918439,0.025,0.004,1
chr2-181364816-181365741,Zgpat,0,0.00128716246662872,2.5133232712343,0.025,0.004,1
chr11-60454193-60455057,Drg2,0,0.00128982472369214,2.51795046005715,0.025,0.004,1
chr14-55161008-55161886,Gm23596,0,0.00129516366841042,2.39751181940423,0.025,0.004,1
chr11-74831816-74832732,Mnt,895,0.0013034959730024,1.64428247619047,0.05,0.015,1
chr3-122293628-122294397,Mir760,0,0.0013059027998237,2.25724907646508,0.025,0.004,1
chrX-71555535-71556283,Hmgb3,0,0.00131130312737443,2.40648594978788,0.025,0.004,1
chr14-122106672-122107500,A330035P11Rik,0,0.0013221656598883,2.35657965060115,0.025,0.004,1
chr19-46305459-46306191,Nfkb2,721,0.0013221656598883,2.26492766393558,0.025,0.004,1
chr17-56626574-56627491,Lonp1,0,0.00133861521972976,2.3029298001892,0.025,0.004,1
chr3-108200240-108201158,Cyb561d1,53,0.00139090225013428,1.98972193928887,0.038,0.009,1
chr7-102686791-102687694,Trim68,0,0.00145976542168534,1.27594905389823,0.082,0.032,1
chr17-26972664-26973566,Zbtb9,0,0.00146305882239613,1.86736981839453,0.038,0.009,1
chr8-12757549-12758180,Atp11a,534,0.0014634727221906,3.26811886878013,0.019,0.002,1
chr1-181021965-181022910,RP23-390I1.5,0,0.00147098735057355,3.13962911572773,0.019,0.002,1
chr12-100939278-100940116,A630072L19Rik,1625,0.00147098735057355,3.4140735306227,0.019,0.002,1
chr7-126649087-126650006,Ccdc101,0,0.00147177092813694,1.79277479155674,0.038,0.009,1
chr15-77398490-77399399,Apol7a,0,0.00148612338873004,3.09524543209999,0.019,0.002,1
chr7-105787361-105788257,Dchs1,0,0.00149374510189422,3.05063984092128,0.019,0.002,1
